Tweeturl,Username,Tweet,ReplyUsername,Replies
https://twitter.com/ASOS_news/status/1661768605032239111,"Mike Holden
@MikeHolden42
·
Jun 1","Pleasure to welcome Retail Minister 
@kevinhollinrake
 from 
@biztradegovuk
 to ASOS HQ today and introduce him to our innovative creative team, who spend every day designing products to delight our customers","Cardboard Box
@anysizebox
·
Jul 1","Is 
@ASOS_news
 comfortable with having corrupt politicians around regularly? Because many of the people you will see are going to hurt your reputation *very badly*"
https://twitter.com/ASOS_news/status/1661768605032239111,"Mike Holden
@MikeHolden42
·
Jun 1","Pleasure to welcome Retail Minister 
@kevinhollinrake
 from 
@biztradegovuk
 to ASOS HQ today and introduce him to our innovative creative team, who spend every day designing products to delight our customers","drvbrown01@gmail.com
@vbrownldn
·
Jul 4","I spy with my little eye 
@tapethatsticks
 @snippersrus"
https://twitter.com/ASOS_news/status/1661768605032239111,"Mike Holden
@MikeHolden42
·
Jun 1","Pleasure to welcome Retail Minister 
@kevinhollinrake
 from 
@biztradegovuk
 to ASOS HQ today and introduce him to our innovative creative team, who spend every day designing products to delight our customers","drvbrown01@gmail.com
@vbrownldn
·
Jul 4","I spy with my little eye 
@tapethatsticks
 @snippersrus"
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","sabrina m s
@dreamingrich20
·
Apr 13",Maybe you can ask your chat team to not wish me 'blessings from god' in the chat. I found it inappropriate and strange
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","Alec stewarr
@AlecStewarr
·
Apr 14",Hope to meet Daryl soon when I return a customers worn marks and Spencer’s KNICKERS back to your head office as no one will lodge my complaint
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","Mahmoud Ali
@mahmoudali95342
·
Apr 24",Thats good that your investing in your people maybe you and dean can invest some time into why my parcel was sent back by the shop owner and because the courier company failed to return it its my fault and you said you would refund me and didn't and blocked me
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","Luyolo Pindela
@LuyoloPin
·
Apr 25","Hey - I have order: 829919142. I have been told via chat REF: 45683390, that it will come this evening, is this the case? Thanks"
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","Willow
@Willow45848199
·
May 22",My order hasn’t be delivered
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","Caroline Saint
@CarolineSaint1
·
May 30",Interesting as the customer service I just received over chat was absolutely shocking. Who do I escalate my issue to please
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","David Adonis
@TheChocl8Adonis
·
Jun 13",So how do we contact you?
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","David Adonis
@TheChocl8Adonis
·
Jun 13","I was about to complain about the service i received today (45 mins spent on a chat just to ask me 5 questions, called through to head office and spoke to an unhelpful lady who told me she cant help) then i looked at the thread and saw this is a pattern."
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","Mark duff
@Du77ys
·
Jun 28",I like Asos but you seem to forget customers are at the heart of any business. Even Amazon as profit oriented as they are seem to be doing better at keeping customers satisfied (refunds etc) will be interesting to see how your disrespectful attitude to customer complaints ends up
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","Mark duff
@Du77ys
·
Jun 28",I like Asos but you seem to forget customers are at the heart of any business. Even Amazon as profit oriented as they are seem to be doing better at keeping customers satisfied (refunds etc) will be interesting to see how your disrespectful attitude to customer complaints ends up
https://twitter.com/ASOS_news/status/1631597950483742721,"alison mccafferty
@alisonmccaffe15
·
Mar 15","We're delighted to be sponsoring the inspirational Barnsley Youth Choir and supporting the people of Barnsley, who have been so important to the success of our business. Read more below ","Simo Sarbescu
@Ada_Simona
·
Mar 21","BYC is thrilled to announce a new partnership with ASOS as they join @barnsleycollege in becoming a Major Corporate Sponsor. 

https://barnsleyyouthchoir.org.uk/post/asos-and-barnsley-youth-choir-in-harmony-with-new-partnership…"
https://twitter.com/ASOS_news/status/1631597950483742721,"alison mccafferty
@alisonmccaffe15
·
Mar 15","We're delighted to be sponsoring the inspirational Barnsley Youth Choir and supporting the people of Barnsley, who have been so important to the success of our business. Read more below ","sabrina m s
@dreamingrich20
·
Apr 13","Discount codes for UK area today

Cheers"
https://twitter.com/ASOS_news/status/1631597950483742721,"alison mccafferty
@alisonmccaffe15
·
Mar 15","We're delighted to be sponsoring the inspirational Barnsley Youth Choir and supporting the people of Barnsley, who have been so important to the success of our business. Read more below ","¯\_(ツ)_/¯
@vyctorya
·
Mar 11","I am extremely dissapointed of Asos company. After being a devoted and loyal customer for over 10 years, always respecting their Terms and Conditions, they have blocked my account with no real explanation, after receiving 2 orders with several expensive items...Horrible!"
https://twitter.com/ASOS_news/status/1631597950483742721,"alison mccafferty
@alisonmccaffe15
·
Mar 15","We're delighted to be sponsoring the inspirational Barnsley Youth Choir and supporting the people of Barnsley, who have been so important to the success of our business. Read more below ","null
@realnull42","Hi, I have received worn marks and Spencer’s knickers in my order. You refuse to take a complaint. Can you direct me to someone who will or I will need to look at other ways of resolving this"
https://twitter.com/ASOS_news/status/1631597950483742721,"alison mccafferty
@alisonmccaffe15
·
Mar 15","We're delighted to be sponsoring the inspirational Barnsley Youth Choir and supporting the people of Barnsley, who have been so important to the success of our business. Read more below ","null
@realnull42","Hi, I have received worn marks and Spencer’s knickers in my order. You refuse to take a complaint. Can you direct me to someone who will or I will need to look at other ways of resolving this"
https://twitter.com/ASOS_news/status/1631597950483742721,"alison mccafferty
@alisonmccaffe15
·
Mar 15","We're delighted to be sponsoring the inspirational Barnsley Youth Choir and supporting the people of Barnsley, who have been so important to the success of our business. Read more below ","null
@realnull42","Hi, I have received worn marks and Spencer’s knickers in my order. You refuse to take a complaint. Can you direct me to someone who will or I will need to look at other ways of resolving this"
https://twitter.com/ASOS_news/status/1674025535209451524,"h
@sincerelysomali
·
Jun 14",how does every girl i see always have the prettiest ASOS dresses but whenever i go on their site it’s sold out  who are y’all in kahoots with?!!,,
https://twitter.com/ASOS_news/status/1661768605032239111,"Mike Holden
@MikeHolden42
·
Jun 1","Pleasure to welcome Retail Minister 
@kevinhollinrake
 from 
@biztradegovuk
 to ASOS HQ today and introduce him to our innovative creative team, who spend every day designing products to delight our customers","Cardboard Box
@anysizebox
·
Jul 1","Is 
@ASOS_news
 comfortable with having corrupt politicians around regularly? Because many of the people you will see are going to hurt your reputation *very badly*"
https://twitter.com/ASOS_news/status/1661768605032239111,"Mike Holden
@MikeHolden42
·
Jun 1","Pleasure to welcome Retail Minister 
@kevinhollinrake
 from 
@biztradegovuk
 to ASOS HQ today and introduce him to our innovative creative team, who spend every day designing products to delight our customers","drvbrown01@gmail.com
@vbrownldn
·
Jul 4","I spy with my little eye 
@tapethatsticks
 @snippersrus"
https://twitter.com/ASOS_news/status/1661768605032239111,"Mike Holden
@MikeHolden42
·
Jun 1","Pleasure to welcome Retail Minister 
@kevinhollinrake
 from 
@biztradegovuk
 to ASOS HQ today and introduce him to our innovative creative team, who spend every day designing products to delight our customers","drvbrown01@gmail.com
@vbrownldn
·
Jul 4","I spy with my little eye 
@tapethatsticks
 @snippersrus"
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","sabrina m s
@dreamingrich20
·
Apr 13",Maybe you can ask your chat team to not wish me 'blessings from god' in the chat. I found it inappropriate and strange
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","Alec stewarr
@AlecStewarr
·
Apr 14",Hope to meet Daryl soon when I return a customers worn marks and Spencer’s KNICKERS back to your head office as no one will lodge my complaint
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","Mahmoud Ali
@mahmoudali95342
·
Apr 24",Thats good that your investing in your people maybe you and dean can invest some time into why my parcel was sent back by the shop owner and because the courier company failed to return it its my fault and you said you would refund me and didn't and blocked me
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","Luyolo Pindela
@LuyoloPin
·
Apr 25","Hey - I have order: 829919142. I have been told via chat REF: 45683390, that it will come this evening, is this the case? Thanks"
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","Willow
@Willow45848199
·
May 22",My order hasn’t be delivered
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","Caroline Saint
@CarolineSaint1
·
May 30",Interesting as the customer service I just received over chat was absolutely shocking. Who do I escalate my issue to please
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","David Adonis
@TheChocl8Adonis
·
Jun 13",So how do we contact you?
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","David Adonis
@TheChocl8Adonis
·
Jun 13","I was about to complain about the service i received today (45 mins spent on a chat just to ask me 5 questions, called through to head office and spoke to an unhelpful lady who told me she cant help) then i looked at the thread and saw this is a pattern."
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","Mark duff
@Du77ys
·
Jun 28",I like Asos but you seem to forget customers are at the heart of any business. Even Amazon as profit oriented as they are seem to be doing better at keeping customers satisfied (refunds etc) will be interesting to see how your disrespectful attitude to customer complaints ends up
https://twitter.com/ASOS_news/status/1643622317228998659,"Eloise
@Eloise_C
·
Jun 16","Great to welcome 
@dean4watford
 back to our Leavesden offices today to meet with our new Director of Customer Care, Daryl Wilkes, and discuss how we're investing in the site and our people ","Mark duff
@Du77ys
·
Jun 28",I like Asos but you seem to forget customers are at the heart of any business. Even Amazon as profit oriented as they are seem to be doing better at keeping customers satisfied (refunds etc) will be interesting to see how your disrespectful attitude to customer complaints ends up
