Tweeturl,Username,Tweet,ReplyUsername,Replies
https://twitter.com/ZARA/status/1679559678848540691,"Gölgem Tuğba Fırat
@golgem_tf
·
Jul 13","@ZARA
 saçmasapan kasa uygulamalarınız yüzünden insanlar 1 saat kasa sırası bekliyor. Siz çıldırdınız mı?",,
https://twitter.com/ZARA/status/1679102291377287172,"Andreα
@andrrrrreoo
·
Jul 12","@ZARA
 , ¿cómo lleváis eso de ponerle un precio a un kit de perfume de 15’95€ después subírselo a 17’95€ para que luego en rebajas engañéis a vuestros clientes poniéndole el precio inicial?",,
https://twitter.com/ZARA/status/1679120603406643200,"SD ¹⁹⁰⁷
@SD19o7
·
Jul 12","@ZARA
 İnternet üzerinden bir sipariş verdim ve 6 gun gecti ve urun elime ulaşmadı urunun nerede oldugunu ne internet musteri temsilciniz ne caslistiginiz kargo sirketi bilemiyorum akibeti nedir diyorum. Ses yok bole bir rezaleti daha once hic yasamamistim. Acil yardım bekliyorum",,
https://twitter.com/ZARA/status/1678911005978419206,"ᴳᴬᴮᴿᴵᴱᴸᴬ ᶜᴬᴿᴹᴼᴺᴬ
@GabyCR25
·
Jul 12","@99minutos
 requiero la respuesta de un paquete perdido de 
@ZARA
 que por supuesto se deslinda completamente de lo sucedido. Que pena. Dudoso ya comprar en línea en 
@ZARA",,
https://twitter.com/ZARA/status/1680146500574224384,"S•A•A•R
@SaarOBL
·
Jul 15","Met drie kids even naar 
@ZARA
 Rotterdam geweest. Volgens mij is het motto daar: “Wat je in je tengels hebt gehad en niet meer hoeft, smijt je maar op de grond.” 

#tokkies #trash","S•A•A•R
@SaarOBL
·
Jul 15","Hallo, het spijt ons te horen over uw ervaring. Deel meer details over uw winkelbezoek (datum, tijd, afdeling) via een privébericht via 
@ZARA_Care
, ons klantenondersteuningsaccount. Wij kijken hier graag naar. Bedankt."
https://twitter.com/ZARA/status/1680146500574224384,"S•A•A•R
@SaarOBL
·
Jul 15","Met drie kids even naar 
@ZARA
 Rotterdam geweest. Volgens mij is het motto daar: “Wat je in je tengels hebt gehad en niet meer hoeft, smijt je maar op de grond.” 

#tokkies #trash","S•A•A•R
@SaarOBL
·
Jul 15",Dankjewel. Ik kom even in dm
https://twitter.com/ZARA/status/1680146500574224384,"S•A•A•R
@SaarOBL
·
Jul 15","Met drie kids even naar 
@ZARA
 Rotterdam geweest. Volgens mij is het motto daar: “Wat je in je tengels hebt gehad en niet meer hoeft, smijt je maar op de grond.” 

#tokkies #trash","S•A•A•R
@SaarOBL
·
Jul 15",Dankjewel. Ik kom even in dm
https://twitter.com/ZARA/status/1679132474444509184,"Major
@justthemajor
·
Jul 12","@ZARA
 are you lot serious 2 cashiers 25 people in the Q",,
https://twitter.com/ZARA/status/1680225935105073152,"J
@jorgesuarzz
·
Jul 15","¿
@Zara
 puedes corregir vuestros patrones antes de producir las prendas?",,
https://twitter.com/ZARA/status/1679825683843825670,"Marian Loyola Ruz.
@MarianaLaActriz
·
Jul 13","Hice compra n 
@ZARA
 el martes
Perdí la boleta jugando cn lxs gatxs
Vine a la tienda y me dicen q tengo q llamar a un Nº 
Llamo
Contesta 1 tipo q me dice q SOLO hacen copias d boletas si DEMUESTRO (ir a carabineros y hacer denuncia) q hubo hurto o robo
Qué tal 
@SERNAC
 
Es legal?","Marian Loyola Ruz.
@MarianaLaActriz
·
Jul 13","No me reten por comprar en 
@ZARA
 
Fue un desliz

(Por suerte es una polerita básica en oferta, pero igual me da rabia)"
https://twitter.com/ZARA/status/1679825683843825670,"Marian Loyola Ruz.
@MarianaLaActriz
·
Jul 13","Hice compra n 
@ZARA
 el martes
Perdí la boleta jugando cn lxs gatxs
Vine a la tienda y me dicen q tengo q llamar a un Nº 
Llamo
Contesta 1 tipo q me dice q SOLO hacen copias d boletas si DEMUESTRO (ir a carabineros y hacer denuncia) q hubo hurto o robo
Qué tal 
@SERNAC
 
Es legal?","Marian Loyola Ruz.
@MarianaLaActriz
·
Jul 13","Y bueno, por si a alguien le importa esta teleserie, hablé con el encargado de tienda y después de esperar muuuuuucho rato, logré que me den una gift card por la devolución.
Vaaaaaaamoh "
https://twitter.com/ZARA/status/1679825683843825670,"Marian Loyola Ruz.
@MarianaLaActriz
·
Jul 13","Hice compra n 
@ZARA
 el martes
Perdí la boleta jugando cn lxs gatxs
Vine a la tienda y me dicen q tengo q llamar a un Nº 
Llamo
Contesta 1 tipo q me dice q SOLO hacen copias d boletas si DEMUESTRO (ir a carabineros y hacer denuncia) q hubo hurto o robo
Qué tal 
@SERNAC
 
Es legal?","Marian Loyola Ruz.
@MarianaLaActriz
·
Jul 14","Sugerencia para lxs vendedores de 
@ZARA
 : ofrézcanle ustedes a lxs clientxs la opción de descargar la aplicación.
Se ahorrarían uds y nosotrxs un montón de problemas.
Listo.
No costaría nada.

Fin."
https://twitter.com/ZARA/status/1679825683843825670,"Marian Loyola Ruz.
@MarianaLaActriz
·
Jul 13","Hice compra n 
@ZARA
 el martes
Perdí la boleta jugando cn lxs gatxs
Vine a la tienda y me dicen q tengo q llamar a un Nº 
Llamo
Contesta 1 tipo q me dice q SOLO hacen copias d boletas si DEMUESTRO (ir a carabineros y hacer denuncia) q hubo hurto o robo
Qué tal 
@SERNAC
 
Es legal?","Marian Loyola Ruz.
@MarianaLaActriz
·
Jul 14","Sugerencia para lxs vendedores de 
@ZARA
 : ofrézcanle ustedes a lxs clientxs la opción de descargar la aplicación.
Se ahorrarían uds y nosotrxs un montón de problemas.
Listo.
No costaría nada.

Fin."
https://twitter.com/ZARA/status/1679374059635703815,"Camerón Julián Freiras Ku
@CamaleonTorres
·
Jul 13","Nunca compren en 
@ZARA
 su compra nunca llega","Camerón Julián Freiras Ku
@CamaleonTorres
·
Jul 13","Hola Camerón, sentimos que esta sea su impresión. Si necesita de nuestra ayuda con una compra, por favor, envíe un mensaje privado a 
@ZARA_Care
 con su nombre completo, el número de pedido y la dirección de e-mail registrada. Muchas gracias."
https://twitter.com/ZARA/status/1679374059635703815,"Camerón Julián Freiras Ku
@CamaleonTorres
·
Jul 13","Nunca compren en 
@ZARA
 su compra nunca llega","Camerón Julián Freiras Ku
@CamaleonTorres
·
Jul 13","Hola Camerón, sentimos que esta sea su impresión. Si necesita de nuestra ayuda con una compra, por favor, envíe un mensaje privado a 
@ZARA_Care
 con su nombre completo, el número de pedido y la dirección de e-mail registrada. Muchas gracias."
https://twitter.com/ZARA/status/1679191215605186561,"almeva
@almevaco
·
Jul 12","@ZARA
 Se equivoca en facturación a empresa y se niega a corregir 
@DIANColombia
 @luiscrh","almeva
@almevaco
·
Jul 13","Hola, sentimos las molestias. Por favor, envíe un MD a nuestra cuenta de atención al cliente 
@ZARA_Care
 brindando más detalles de lo acontecido para poder revisarlo. Muchas Gracias."
https://twitter.com/ZARA/status/1679191215605186561,"almeva
@almevaco
·
Jul 12","@ZARA
 Se equivoca en facturación a empresa y se niega a corregir 
@DIANColombia
 @luiscrh","almeva
@almevaco
·
Jul 13","Hola, sentimos las molestias. Por favor, envíe un MD a nuestra cuenta de atención al cliente 
@ZARA_Care
 brindando más detalles de lo acontecido para poder revisarlo. Muchas Gracias."
https://twitter.com/ZARA/status/1679889890949967877,"pilar
@pilarmaarti
·
Jul 14","Ayer hice un pedido en Zara por el q pague 4,95€ por lo que me garantizan que llegaría hoy. Correos exprés me manda por la noche un correos diciéndome que hoy llegará el envío entre las 14 y las 20h pero a las 13:44h y habiendo 4 personas en casa me dicen que no hay  nadie","pilar
@pilarmaarti
·
Jul 14","Y nada aquí estamos sin q 
@ZARA
 se haga responsable de un servicio que ofrecen y no cumplen y mucho menos 
@Correos
 poca vergüenza no, ninguna"
https://twitter.com/ZARA/status/1679889890949967877,"pilar
@pilarmaarti
·
Jul 14","Ayer hice un pedido en Zara por el q pague 4,95€ por lo que me garantizan que llegaría hoy. Correos exprés me manda por la noche un correos diciéndome que hoy llegará el envío entre las 14 y las 20h pero a las 13:44h y habiendo 4 personas en casa me dicen que no hay  nadie","pilar
@pilarmaarti
·
Jul 14","Hola, sentimos las molestias ocasionadas. Por favor, envía un MD a 
@ZARA_Care
, nuestra cuenta de atención al cliente, confirmando el número de pedido, tu nombre completo y email registrado, para que revisemos tu caso. Muchas gracias."
https://twitter.com/ZARA/status/1679889890949967877,"pilar
@pilarmaarti
·
Jul 14","Ayer hice un pedido en Zara por el q pague 4,95€ por lo que me garantizan que llegaría hoy. Correos exprés me manda por la noche un correos diciéndome que hoy llegará el envío entre las 14 y las 20h pero a las 13:44h y habiendo 4 personas en casa me dicen que no hay  nadie","pilar
@pilarmaarti
·
Jul 14","Hola, sentimos las molestias ocasionadas. Por favor, envía un MD a 
@ZARA_Care
, nuestra cuenta de atención al cliente, confirmando el número de pedido, tu nombre completo y email registrado, para que revisemos tu caso. Muchas gracias."
https://twitter.com/ZARA/status/1680000601382371328,"LaCham
@SCaneliita
·
Jul 15","Que horror la app de 
@ZARA
 y sus robots que atienden dudas",,
https://twitter.com/ZARA/status/1679876660101783558,"Mon colis
@helpcolisFrance
·
Jul 14","@ZARA
  bonjour ou est il mon colis svp ?? Depuis des jours je tournent en rond je me retrouve même à créer un COMPTE exprès pour courir derrière mon argent .",,
https://twitter.com/ZARA/status/1679191215605186561,"almeva
@almevaco
·
Jul 12","@ZARA
 Se equivoca en facturación a empresa y se niega a corregir 
@DIANColombia
 @luiscrh","almeva
@almevaco
·
Jul 13","Hola, sentimos las molestias. Por favor, envíe un MD a nuestra cuenta de atención al cliente 
@ZARA_Care
 brindando más detalles de lo acontecido para poder revisarlo. Muchas Gracias."
https://twitter.com/ZARA/status/1679191215605186561,"almeva
@almevaco
·
Jul 12","@ZARA
 Se equivoca en facturación a empresa y se niega a corregir 
@DIANColombia
 @luiscrh","almeva
@almevaco
·
Jul 13","Hola, sentimos las molestias. Por favor, envíe un MD a nuestra cuenta de atención al cliente 
@ZARA_Care
 brindando más detalles de lo acontecido para poder revisarlo. Muchas Gracias."
https://twitter.com/ZARA/status/1679889890949967877,"pilar
@pilarmaarti
·
Jul 14","Ayer hice un pedido en Zara por el q pague 4,95€ por lo que me garantizan que llegaría hoy. Correos exprés me manda por la noche un correos diciéndome que hoy llegará el envío entre las 14 y las 20h pero a las 13:44h y habiendo 4 personas en casa me dicen que no hay  nadie","pilar
@pilarmaarti
·
Jul 14","Y nada aquí estamos sin q 
@ZARA
 se haga responsable de un servicio que ofrecen y no cumplen y mucho menos 
@Correos
 poca vergüenza no, ninguna"
https://twitter.com/ZARA/status/1679889890949967877,"pilar
@pilarmaarti
·
Jul 14","Ayer hice un pedido en Zara por el q pague 4,95€ por lo que me garantizan que llegaría hoy. Correos exprés me manda por la noche un correos diciéndome que hoy llegará el envío entre las 14 y las 20h pero a las 13:44h y habiendo 4 personas en casa me dicen que no hay  nadie","pilar
@pilarmaarti
·
Jul 14","Hola, sentimos las molestias ocasionadas. Por favor, envía un MD a 
@ZARA_Care
, nuestra cuenta de atención al cliente, confirmando el número de pedido, tu nombre completo y email registrado, para que revisemos tu caso. Muchas gracias."
https://twitter.com/ZARA/status/1679889890949967877,"pilar
@pilarmaarti
·
Jul 14","Ayer hice un pedido en Zara por el q pague 4,95€ por lo que me garantizan que llegaría hoy. Correos exprés me manda por la noche un correos diciéndome que hoy llegará el envío entre las 14 y las 20h pero a las 13:44h y habiendo 4 personas en casa me dicen que no hay  nadie","pilar
@pilarmaarti
·
Jul 14","Hola, sentimos las molestias ocasionadas. Por favor, envía un MD a 
@ZARA_Care
, nuestra cuenta de atención al cliente, confirmando el número de pedido, tu nombre completo y email registrado, para que revisemos tu caso. Muchas gracias."
https://twitter.com/ZARA/status/1680000601382371328,"LaCham
@SCaneliita
·
Jul 15","Que horror la app de 
@ZARA
 y sus robots que atienden dudas",,
https://twitter.com/ZARA/status/1679876660101783558,"Mon colis
@helpcolisFrance
·
Jul 14","@ZARA
  bonjour ou est il mon colis svp ?? Depuis des jours je tournent en rond je me retrouve même à créer un COMPTE exprès pour courir derrière mon argent .",,
https://twitter.com/ZARA/status/1679876660101783558,"Mon colis
@helpcolisFrance
·
Jul 14","@ZARA
  bonjour ou est il mon colis svp ?? Depuis des jours je tournent en rond je me retrouve même à créer un COMPTE exprès pour courir derrière mon argent .",,
https://twitter.com/ZARA/status/1679471266825220097,"JohnShepherd
@johnshepherd01
·
Jul 13","@kargoist
 Siz işinizin ehli olmayan,sürekli yoğunluğu bahane ederek teslim edilmesi gereken kargoları teslim etmeyen, inşallah tez zamanda sektörden silinip gitmesini dilediğim lanet bir kargo şirketisiniz. Pazar günü ertesi gün teslimat diye verdiğim sipariş 4 gündür yok. 
@ZARA","JohnShepherd
@johnshepherd01
·
Jul 13","Merhaba, size yardımcı olabilmemiz için sipariş numaranızı, isim, soy isim ve kayıtlı e-posta adresinizle birlikte doğrudan mesaj aracılığıyla 
@ZARA_Care
 üzerinden bize iletmenizi rica ederiz. Teşekkürler."
https://twitter.com/ZARA/status/1679471266825220097,"JohnShepherd
@johnshepherd01
·
Jul 13","@kargoist
 Siz işinizin ehli olmayan,sürekli yoğunluğu bahane ederek teslim edilmesi gereken kargoları teslim etmeyen, inşallah tez zamanda sektörden silinip gitmesini dilediğim lanet bir kargo şirketisiniz. Pazar günü ertesi gün teslimat diye verdiğim sipariş 4 gündür yok. 
@ZARA","JohnShepherd
@johnshepherd01
·
Jul 13","Merhaba, size yardımcı olabilmemiz için sipariş numaranızı, isim, soy isim ve kayıtlı e-posta adresinizle birlikte doğrudan mesaj aracılığıyla 
@ZARA_Care
 üzerinden bize iletmenizi rica ederiz. Teşekkürler."
https://twitter.com/ZARA/status/1679827850071769090,"MoussaBalla
@moussaBalla55
·
Jul 13","@ZARA
 revoyez votre prestataire Paack pour les commandes passées sur internet, il est catastrophique, c’est une arnaque déguisée. Il programme sans cesse des livraisons mais ne passe jamais. Trouve des excuses du genre ( adresse introuvable, client absent ) Lol",,
https://twitter.com/ZARA/status/1680146951323414528,"hülya karko uysal
@hulya_karko
·
Jul 15","@ZARA
 siz nasıl markasının verdiğim siparişim 1 aydır göndermediniz şimdi iptal ediyorsunuz bana sormadan iptal edemezsiniz sırt ürünün fiyatı yükseldi diye iptal ettiniz yazıklar olsun sizi tüketici haklarına şikayet edecem #zara 
@ZARA","hülya karko uysal
@hulya_karko
·
Jul 15","Merhaba, daha kapsamlı inceleme sağlanabilmesi adına lütfen sipariş detaylarınızı (isim, soy isim, sipariş numarası ve kayıtlı e-posta adresi) destek hesabımız olan 
@ZARA_Care
 üzerinden DM yoluyla iletiniz. Teşekkür ederiz."
https://twitter.com/ZARA/status/1680146951323414528,"hülya karko uysal
@hulya_karko
·
Jul 15","@ZARA
 siz nasıl markasının verdiğim siparişim 1 aydır göndermediniz şimdi iptal ediyorsunuz bana sormadan iptal edemezsiniz sırt ürünün fiyatı yükseldi diye iptal ettiniz yazıklar olsun sizi tüketici haklarına şikayet edecem #zara 
@ZARA","hülya karko uysal
@hulya_karko
·
Jul 15","Ben ürün aynı ücrete tekrar istiyorum 
@ZARA_Care
 @ZARA"
https://twitter.com/ZARA/status/1680146951323414528,"hülya karko uysal
@hulya_karko
·
Jul 15","@ZARA
 siz nasıl markasının verdiğim siparişim 1 aydır göndermediniz şimdi iptal ediyorsunuz bana sormadan iptal edemezsiniz sırt ürünün fiyatı yükseldi diye iptal ettiniz yazıklar olsun sizi tüketici haklarına şikayet edecem #zara 
@ZARA","hülya karko uysal
@hulya_karko
·
Jul 15",Nasıl mesaj atacam
https://twitter.com/ZARA/status/1680146951323414528,"hülya karko uysal
@hulya_karko
·
Jul 15","@ZARA
 siz nasıl markasının verdiğim siparişim 1 aydır göndermediniz şimdi iptal ediyorsunuz bana sormadan iptal edemezsiniz sırt ürünün fiyatı yükseldi diye iptal ettiniz yazıklar olsun sizi tüketici haklarına şikayet edecem #zara 
@ZARA","hülya karko uysal
@hulya_karko
·
Jul 15","Bakın bu siparişim 1 ay önce sipariş verdim bi türlü elime ulaşmadı sonra bana kargo firması dediler banan bugün de iptal ettiler stok yok diye bana kalkmış diyorlar ki stok yok yalan söylüyorsunuz 
@ZARA_Care
 @ZARA"
https://twitter.com/ZARA/status/1680146951323414528,"hülya karko uysal
@hulya_karko
·
Jul 15","@ZARA
 siz nasıl markasının verdiğim siparişim 1 aydır göndermediniz şimdi iptal ediyorsunuz bana sormadan iptal edemezsiniz sırt ürünün fiyatı yükseldi diye iptal ettiniz yazıklar olsun sizi tüketici haklarına şikayet edecem #zara 
@ZARA","hülya karko uysal
@hulya_karko
·
Jul 15","Bakın bu siparişim 1 ay önce sipariş verdim bi türlü elime ulaşmadı sonra bana kargo firması dediler banan bugün de iptal ettiler stok yok diye bana kalkmış diyorlar ki stok yok yalan söylüyorsunuz 
@ZARA_Care
 @ZARA"
https://twitter.com/ZARA/status/1679823567469330433,"İsmail Kurak
@smailKurak1
·
Jul 14","Me dejó solo con la compañía de carga por el paquete que no recibí. No recibí mi pedido de 2300₺. No puede probar que Zara entregó la empresa contratada. Mis pedidos no están disponibles. Voy a llevar a 
@ZARA
 a los tribunales.",,
https://twitter.com/ZARA/status/1679488264263151617,"Mimi McCarthy-Yardley
@Mimi_MY_
·
Jul 13","@ZARA
 My order was not delivered despite an email saying it had been and your customer help team are refusing to assist me in resolving this",,
https://twitter.com/ZARA/status/1679778623564263424,"Ela
@lendowska
·
Jul 14","@ZARA
 @starybrowar
 - zawsze wielka kolejka i tylko jedna osoba przy kasie - minimim czekania to 15 minut - reszta personelu przekłada  rzeczy i ma gdzieś klienta",,
https://twitter.com/ZARA/status/1679493546359889926,"alexandra
@UlloaAlexa
·
Jul 13","@ZARA
 totalmente decepcionada 
@pandionpro
  dice haber entregado mi pedido que superaba 200 dólares, el paquete no aparece y nadie me responde siempre he comprado con uds, nunca me había pasado esto, pésimo  servicio","alexandra
@UlloaAlexa
·
Jul 13","Hola, sentimos lo que nos comenta. Por favor, envíe un MD a través de nuestra cuenta de atención al cliente 
@ZARA_Care
, confirmando su nombre completo, correo electrónico y número de pedido para asistirle adecuadamente. Muchas gracias."
https://twitter.com/ZARA/status/1679493546359889926,"alexandra
@UlloaAlexa
·
Jul 13","@ZARA
 totalmente decepcionada 
@pandionpro
  dice haber entregado mi pedido que superaba 200 dólares, el paquete no aparece y nadie me responde siempre he comprado con uds, nunca me había pasado esto, pésimo  servicio","alexandra
@UlloaAlexa
·
Jul 13",Ya escribí espero me resuelva
https://twitter.com/ZARA/status/1679493546359889926,"alexandra
@UlloaAlexa
·
Jul 13","@ZARA
 totalmente decepcionada 
@pandionpro
  dice haber entregado mi pedido que superaba 200 dólares, el paquete no aparece y nadie me responde siempre he comprado con uds, nunca me había pasado esto, pésimo  servicio","alexandra
@UlloaAlexa
·
Jul 13",Ya escribí espero me resuelva
https://twitter.com/ZARA/status/1679105513504555008,"Armando Javier
@JavierDunadan
·
Jul 12","@ZARA
 empleados de la tienda parque Lindavista niegan devolución y agreden a consumidora. Diego Villavicencio se hace pasar por el Gerente y niega el servicio.",,
https://twitter.com/ZARA/status/1680118161226571776,"Gül Pınarhisar
@pinargul87
·
Jul 15","Dün 
@emaarsquaremall
 @ZARA
 da İranlı müşteri sıra beklemeden ödeme yapmak istedi. Türk müşterinin itirazı üzerine, aldıklarımı bırakırım diyerek kucak dolusu ürünü gösterdi. Zara kasiyeri hemen adamı kasaya davet ederek öncelik tanıdı maalesef. Şikayet etsek de nafile",,
https://twitter.com/ZARA/status/1679823567469330433,"İsmail Kurak
@smailKurak1
·
Jul 14","Me dejó solo con la compañía de carga por el paquete que no recibí. No recibí mi pedido de 2300₺. No puede probar que Zara entregó la empresa contratada. Mis pedidos no están disponibles. Voy a llevar a 
@ZARA
 a los tribunales.",,
https://twitter.com/ZARA/status/1679488264263151617,"Mimi McCarthy-Yardley
@Mimi_MY_
·
Jul 13","@ZARA
 My order was not delivered despite an email saying it had been and your customer help team are refusing to assist me in resolving this",,
https://twitter.com/ZARA/status/1679778623564263424,"Ela
@lendowska
·
Jul 14","@ZARA
 @starybrowar
 - zawsze wielka kolejka i tylko jedna osoba przy kasie - minimim czekania to 15 minut - reszta personelu przekłada  rzeczy i ma gdzieś klienta",,
https://twitter.com/ZARA/status/1679493546359889926,"alexandra
@UlloaAlexa
·
Jul 13","@ZARA
 totalmente decepcionada 
@pandionpro
  dice haber entregado mi pedido que superaba 200 dólares, el paquete no aparece y nadie me responde siempre he comprado con uds, nunca me había pasado esto, pésimo  servicio","alexandra
@UlloaAlexa
·
Jul 13","Hola, sentimos lo que nos comenta. Por favor, envíe un MD a través de nuestra cuenta de atención al cliente 
@ZARA_Care
, confirmando su nombre completo, correo electrónico y número de pedido para asistirle adecuadamente. Muchas gracias."
