,날짜,PM10(ug/m3),PM2.5(ug/m3),o3(ppm  ),no2(ppm  ),Unnamed: 5,co(ppm  ),아황산가스(SO2),Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,date,time,Date_Time
993,2021-12-20:17,69,27,0.043,0.018,0.018,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,17,2021-12-20
994,2021-12-20:16,74,29,0.041,0.017,0.017,0.5,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,16,2021-12-20
995,2021-12-20:15,71,31,0.04,0.017,0.017,0.5,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,15,2021-12-20
996,2021-12-20:14,53,31,0.035,0.018,0.018,0.4,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,14,2021-12-20
997,2021-12-20:13,46,28,0.015,0.042,0.042,0.6,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,13,2021-12-20
998,2021-12-20:12,40,27,0.008,0.049,0.049,0.6,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,12,2021-12-20
999,2021-12-20:11,31,23,0.008,0.046,0.046,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,11,2021-12-20
1000,2021-12-20:10,31,20,0.005,0.049,0.049,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,10,2021-12-20
1001,2021-12-20:09,33,18,0.002,0.051,0.051,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,09,2021-12-20
1002,2021-12-20:08,31,16,0.002,0.05,0.050,0.8,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,08,2021-12-20
1003,2021-12-20:07,28,16,0.005,0.039,0.039,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,07,2021-12-20
1004,2021-12-20:06,27,18,0.005,0.04,0.040,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,06,2021-12-20
1005,2021-12-20:05,30,19,0.008,0.034,0.034,0.5,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,05,2021-12-20
1006,2021-12-20:04,33,20,0.005,0.041,0.041,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,04,2021-12-20
1007,2021-12-20:03,34,19,0.002,0.05,0.050,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,03,2021-12-20
1008,2021-12-20:02,34,16,0.002,0.052,0.052,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,02,2021-12-20
1009,2021-12-20:01,32,15,0.002,0.05,0.050,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-20,01,2021-12-20
1010,2021-12-19:24,33,15,0.002,0.049,0.049,0.7,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,24,2021-12-19
1011,2021-12-19:23,31,14,0.003,0.046,0.046,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,23,2021-12-19
1012,2021-12-19:22,34,14,0.003,0.045,0.045,0.5,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,22,2021-12-19
1013,2021-12-19:21,38,14,0.003,0.047,0.047,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,21,2021-12-19
1014,2021-12-19:20,42,12,0.003,0.045,0.045,0.6,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,20,2021-12-19
1015,2021-12-19:19,41,9,0.011,0.033,0.033,0.5,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,19,2021-12-19
1016,2021-12-19:18,38,7,0.017,0.026,0.026,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,18,2021-12-19
1017,2021-12-19:17,31,7,0.025,0.017,0.017,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,17,2021-12-19
1018,2021-12-19:16,29,9,0.032,0.008,0.008,0.3,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,16,2021-12-19
1019,2021-12-19:15,35,10,0.032,0.007,0.007,0.3,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,15,2021-12-19
1020,2021-12-19:14,33,12,0.03,0.009,0.009,0.3,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,14,2021-12-19
1021,2021-12-19:13,25,13,0.026,0.013,0.013,0.3,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,13,2021-12-19
1022,2021-12-19:12,27,15,0.026,0.014,0.014,0.3,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,12,2021-12-19
1023,2021-12-19:11,37,18,0.024,0.017,0.017,0.3,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,11,2021-12-19
1024,2021-12-19:10,40,19,0.019,0.019,0.019,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,10,2021-12-19
1025,2021-12-19:09,41,17,0.009,0.03,0.030,0.4,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,09,2021-12-19
1026,2021-12-19:08,42,16,0.01,0.027,0.027,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,08,2021-12-19
1027,2021-12-19:07,40,15,0.011,0.028,0.028,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,07,2021-12-19
1028,2021-12-19:06,38,14,0.022,0.013,0.013,0.4,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,06,2021-12-19
1029,2021-12-19:05,33,15,0.026,0.009,0.009,0.4,좋음,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,05,2021-12-19
1030,2021-12-19:04,34,14,0.028,0.009,0.009,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,04,2021-12-19
1031,2021-12-19:03,30,12,0.028,0.009,0.009,0.4,좋음,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,03,2021-12-19
1032,2021-12-19:02,21,11,0.024,0.015,0.015,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,02,2021-12-19
1033,2021-12-19:01,18,10,0.02,0.018,0.018,0.4,좋음,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-19,01,2021-12-19
